path	symbol	kind	prod_caller_path	prod_caller_symbol	cfg	wire_role	persistence_role	schema_or_format_version	last_writer	last_reader	target_owner	cutover_pr	deletion_pr	deadline	evidence_commit
crates/contracts/src/contract/command.rs	CommandOutputProtocol	enum	aletheon,interact,executive	-	governed	wire	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	CommandOutputV1	enum	aletheon,interact,executive	-	governed	wire	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	CommandRejectionV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	CommandSpec	struct	aletheon,interact,gateway,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	CommandSurface	enum	aletheon,interact,gateway	-	governed	wire	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	CommandVisibility	enum	aletheon,interact,gateway	-	governed	wire	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	ExecuteShellIntent	struct	interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	PromptCompletionV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusCareWeightV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusCompactionRunV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusCompactionV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusIntent	struct	aletheon,interact,gateway,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusMemoryV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusProjectionV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusSummaryV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	StatusSupplementalMemoryV1	struct	aletheon,interact,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	SubmitPromptIntent	struct	aletheon,interact,gateway,executive	-	governed	-	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/contract/command.rs	TaskKindArg	enum	aletheon,interact	-	governed	wire	-	-	executive	executive	Gateway protocol	CGP-01/CGP-02	XRET-04	2026-10-31	B0+B2+B7+closed
crates/contracts/src/dasein/event.rs	DaseinEvent	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/event.rs	TemporalEventKind	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/transition.rs	CareActionKind	enum	no-prod-caller	-	governed	wire	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	ExperienceProvenance	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	ExperienceSource	enum	no-prod-caller	-	governed	wire	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	InterpretedExperience	enum	no-prod-caller	-	governed	wire	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	NarrativeEntryId	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	OutcomeStatus	enum	no-prod-caller	-	governed	wire	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfEventId	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfEventV1	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfSignal	enum	no-prod-caller	-	governed	wire	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfTransitionReceipt	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfTransitionRequest	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/transition.rs	SelfVersion	struct	no-prod-caller	-	governed	-	-	-	dasein	dasein	Dasein	D3	D6	-	B1+B4+closed
crates/contracts/src/dasein/types.rs	AffectTone	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/types.rs	AngstSource	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/types.rs	BoredomDepth	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/types.rs	ReadinessState	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/dasein/types.rs	Stimmung	enum	no-prod-caller	-	governed	wire	-	-	Dasein	Dasein	Dasein	D3	D6	-	B1
crates/contracts/src/include/admission.rs	BudgetController	trait	runtime,executive	-	governed	-	-	-	kernel|runtime	kernel|runtime	mechanical contracts rename	K2/K3+RA-05	D6	-	B1+B3+closed
crates/contracts/src/include/body.rs	Action	struct	no-prod-caller	-	governed	-	-	-	Hardware + Robot adapter	Hardware + Robot adapter	Hardware + Robot adapter	E4/E5(prep)+E4-K6b/E5-K6c(cutover)+XRET-03(drain)+E7(delete)	E7	-	B0+B3+B6
crates/contracts/src/include/body.rs	ActionResult	struct	no-prod-caller	-	governed	-	-	-	Hardware + Robot adapter	Hardware + Robot adapter	Hardware + Robot adapter	E4/E5(prep)+E4-K6b/E5-K6c(cutover)+XRET-03(drain)+E7(delete)	E7	-	B0+B3+B6
crates/contracts/src/include/body.rs	BodyRuntime	trait	no-prod-caller	-	governed	-	-	-	Hardware + Robot adapter	Hardware + Robot adapter	Hardware + Robot adapter	E4/E5(prep)+E4-K6b/E5-K6c(cutover)+XRET-03(drain)+E7(delete)	E7	-	B0+B3+B6
crates/contracts/src/include/chronos.rs	Clock	trait	no-prod-caller	-	governed	-	-	-	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	D0+D2+D3+D4+D5+RA-02+CGP-04+K1	D6	-	B0+B1+B3+B5
crates/contracts/src/include/chronos.rs	Elapsed	struct	no-prod-caller	-	governed	-	-	-	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	D0+D2+D3+D4+D5+RA-02+CGP-04+K1	D6	-	B0+B1+B3+B5
crates/contracts/src/include/chronos.rs	Timer	trait	no-prod-caller	-	governed	-	-	-	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	owner-local clock/deadline ports + host time adapter；Kernel 只拥有 enforcement clock port	D0+D2+D3+D4+D5+RA-02+CGP-04+K1	D6	-	B0+B1+B3+B5
crates/contracts/src/include/memory.rs	EmbeddingProvider	trait	no-prod-caller	-	governed	-	-	-	executive|mnemosyne	executive|mnemosyne	Mnemosyne + provider adapter	D4	D6	-	B0+B1+B3+B4+closed
crates/contracts/src/include/memory.rs	ProviderBackpressurePort	trait	no-prod-caller	-	governed	-	-	-	executive|mnemosyne	executive|mnemosyne	Mnemosyne + provider adapter	D4	D6	-	B0+B1+B3+B4+closed
crates/contracts/src/include/memory.rs	ProviderRequestPermit	trait	no-prod-caller	-	governed	-	-	-	executive|mnemosyne	executive|mnemosyne	Mnemosyne + provider adapter	D4	D6	-	B0+B1+B3+B4+closed
crates/contracts/src/include/subsystem.rs	Subsystem	trait	no-prod-caller	-	frozen	-	-	-	Composition root / owner-specific health ports	Composition root / owner-specific health ports	Composition root / owner-specific health ports	-	D6	-	B0+B3+B7
crates/contracts/src/include/subsystem.rs	SubsystemContext	struct	no-prod-caller	-	frozen	-	-	-	Composition root / owner-specific health ports	Composition root / owner-specific health ports	Composition root / owner-specific health ports	-	D6	-	B0+B3+B7
crates/contracts/src/include/subsystem.rs	SubsystemHealth	enum	no-prod-caller	-	frozen	wire	-	-	Composition root / owner-specific health ports	Composition root / owner-specific health ports	Composition root / owner-specific health ports	-	D6	-	B0+B3+B7
crates/contracts/src/include/subsystem.rs	Version	struct	no-prod-caller	-	frozen	-	-	-	Composition root / owner-specific health ports	Composition root / owner-specific health ports	Composition root / owner-specific health ports	-	D6	-	B0+B3+B7
crates/contracts/src/include/turn.rs	AgoraView	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityAuthority	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityCall	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityErrorClass	enum	no-prod-caller	-	governed	wire	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityReceiptDetails	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityRequest	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityResult	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityRetryDisposition	enum	no-prod-caller	-	governed	wire	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityTerminalReceipt	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	CapabilityTerminalStatus	enum	no-prod-caller	-	governed	wire	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	DaseinView	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	InvocationControl	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	NoopTurnEventSink	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	RecallRequest	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	RecallSet	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	StubTurnServices	struct	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	TurnEventSink	trait	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	TurnRequirement	enum	no-prod-caller	-	governed	wire	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/include/turn.rs	TurnServices	trait	no-prod-caller	-	governed	-	-	-	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	Runtime + Cognit + Dasein + Agora + Kernel	RA-01+D2+D3+D4+K2	D6	-	B0+B1+B3
crates/contracts/src/ipc/envelope_v2.rs	DeliveryPattern	enum	no-prod-caller	-	frozen	wire	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/envelope_v2.rs	EnvelopeV2	struct	no-prod-caller	-	frozen	-	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/envelope_v2.rs	MessageId	struct	no-prod-caller	-	frozen	-	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/envelope_v2.rs	SchemaId	struct	no-prod-caller	-	frozen	-	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/envelope_v2.rs	Target	struct	no-prod-caller	-	frozen	-	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/envelope_v2.rs	UnsupportedSchema	struct	no-prod-caller	-	frozen	-	-	-	cognit|corpus|executive	cognit|corpus|executive	Gateway wire + owner correlation primitives	-	D6	-	B0+B2+closed
crates/contracts/src/ipc/stream.rs	SchemaRejection	struct	no-prod-caller	-	governed	-	-	-	cognit|executive	cognit|executive	Runtime turn event stream + Gateway projection	RA-02+CGP-02	D6	-	B0+B1+B2+closed
crates/contracts/src/ipc/stream.rs	TurnEventSender	struct	no-prod-caller	-	governed	-	-	-	cognit|executive	cognit|executive	Runtime turn event stream + Gateway projection	RA-02+CGP-02	D6	-	B0+B1+B2+closed
crates/contracts/src/ipc/stream.rs	TurnEventStream	struct	no-prod-caller	-	governed	-	-	-	cognit|executive	cognit|executive	Runtime turn event stream + Gateway projection	RA-02+CGP-02	D6	-	B0+B1+B2+closed
crates/contracts/src/ipc/stream.rs	TurnEventV1	enum	no-prod-caller	-	governed	wire	-	-	cognit|executive	cognit|executive	Runtime turn event stream + Gateway projection	RA-02+CGP-02	D6	-	B0+B1+B2+closed
crates/contracts/src/primitives/cognitive.rs	Hypothesis	struct	no-prod-caller	-	governed	-	-	-	Cognit + Dasein	Cognit + Dasein	Cognit + Dasein	D2+D3	D6	-	B0+B1
crates/contracts/src/protocol/client.rs	ActivityKind	enum	executive,interact	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ActivitySnapshot	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ActivityState	enum	executive,interact	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	AgentEvent	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	AgentProfileSetParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	AgentSessionSnapshot	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	AgentTimelineEntry	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ApprovalDecisionRequest	enum	no-prod-caller	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ApprovalEvent	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ApprovalRequest	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ApprovalResponseParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CancelRequest	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ChatParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ChatRequest	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointListEntry	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointListParams	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointListSnapshot	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointMutationCoverage	enum	executive,interact	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointReviewSettlement	enum	executive,interact	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointReviewSnapshot	struct	executive,interact	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	CheckpointRollbackAction	enum	executive,interact	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ClientCapabilities	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ClientEvent	enum	no-prod-caller	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ClientMessage	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ClientRequest	enum	no-prod-caller	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	ClientRpcRequest	enum	no-prod-caller	-	governed	wire	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	DebugBagReplayParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	DebugBagStartParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	DebugBagStopParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	DebugLogSubscribeParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
crates/contracts/src/protocol/client.rs	DebugParamGetParams	struct	no-prod-caller	-	governed	-	-	-	executive|interact	executive|interact	Gateway protocol + dated legacy compat seam	CGP-01/CGP-02	D6	-	B0+B2+B5+B7+closed
